NAME,GROWTH,FLOWER,YEAR,AFS #,DESCRIPTION,PARENTAGE,GROWER
STARGAZER,BUSH,SGLE,1946,,T&S.PALE ROSE MADDER.C.ROSE MADDER MARBLED PURPLE.,PARENTAGE UNKNOWN.,REITER
STARRY TRAILS,TRAILER,SGLE,1956,271,T&S.ROSY PINK.S.LONG THIN.C.PETALS OVERLAPPING BRIGHT CARMINE.BASE CREAM.,PARENTAGE UNKNOWN.,WALTZ
STEELEY,LABU-TRAL,DUBL,1985,1811,T.WHITE STRIPED MAGENTA.S.WHITE.LIGHT PURPLE UNDER.C.VIOLET-CYCLAMEN-PURPLE.,PIO PICO X WHITE KING. RAISED AUSTRALIA.,RICHARDSON
STELLA ANN,VIG UPBU,SGLE,1974,1199,T.THICK AND TAPERING POPPY RED.S.CHINESE CORAL.TIPS GREEN.C.INDIAN ORANGE.,PARENTAGE UNKNOWN. TRIPHYLLA TYPE.,DUNNETT
STEVE COX,,,,,NO DESCRIPTION.RAISER NOT KNOWN.,LISTED IN EARLY N.Z.CATALOGUES. INFORMATION REQUIRED.,UNKNOWN
STORM KING,UPRT BUSH,DUBL,1894,,T&S.CORAL RED.C.WHITE VEINED RED.,PARENTAGE UNKNOWN. SYN.FRAU EMMA TAUPER.,LETHEREN
STORM PETREL,MED UPBU,DUBL,1980,,T&S.BRILLIANT WHITE.C.DEEP BLUE. DUTCH CULTIVAR.MAY BE IMPORTED FROM AUST.,PARENTAGE UNKNOWN.THIS COULD BE BY LOCKERBIE.1992 IMPORT,UNKNOWN
STRAWBERRY,UPRT BUSH,DUBL,,,T&S.STRAWBERRY RED.C.IRIDESCENT RED.DARKER AT BASE.,PARENTAGE UNKNOWN. LISTED IN EARLY N.Z.CATALOGUES.,UNKNOWN.N.Z
STRAWBERRY DELIGHT,UPRT BUSH,DUBL,1969,873,T&S.WAXY CRIMSON.C.WHITE.HEAVILY FLUSHED PETALOIDS CARMINE ROSE.,TRASE X GOLDEN MARINKA.,GADSBY
STRAWBERRY FESTIVAL,UPRIGHT,DUBL,,,T&S.BRIGHT RED.C.PALE PINK.VEINS CARMINE.LARGE FLOWERS.,PARENTAGE UNKNOWN.,HAAG
STRAWBERRY FIZZ,TRAILER,DUBL,1971,997,T&S.CLEAR PINK.SEPALS CURL BACK.C.DEEP PINK.PICOTEE EDGED.,PINK GALORE X WHITE KING,STUBBS
STRAWBERRY SUNDAE,TRAILER,DUBL,1958,350,T.SHORT WHITE.S.WHITE BROAD.TIPS GREEN.C.PINK LIGHTLY TOUCHED LILAC.LARGE.,PARENTAGE UNKNOWN.,KENNETT
STREAMLINER,TRAILER,SIDL,1951,96,T.THIN LONG AND LONG TWISTED SEPALS CRIMSON.C.ROSE RED TO CRIMSON.LONG FLRS.,PARENTAGE UNKNOWN.,TIRET
STRIATA PERFECTA,,,,,NO INFORMATION,,
STRING OF PEARLS,VIG UPBU,SGLE,1976,1394,T.PALE ROSE.S.PALE CHINA ROSE HELD BACK.C.PALE ROSE PURPLE.VEINED LAVENDER.,F.LYCIOIDES X.,PACEY
SUBDUED,TRAILER,SGLE,1968,772,T.LONG SALMON.SEPALS BRIGHT SALMON.C.SMOKY PURPLE TO SALMON.LARGE FLOWERS.,PARENTAGE UNKNOWN.,CASTRO
SUGAR ALMOND,UPRT BUSH,DUBL,1978,,T&S.CREAMY WHITE PINK FLUSHED.C.PALE PINK.FLUSHED ROSE PINK.,(ANGELA LESLIE X BLUSH OF DAWN) X SEEDLING.,HOBSON
SUGAR BLUES,TRAILER,DUBL,1964,610,T.WHITE.S.WHITE ON TOP TOUCHED PINK UNDERNEATH.C.DARK BLUE TO VIOLET BLUE.,PARENTAGE UNKNOWN.,MARTIN
SUHRENTAL,TRAILER,SGLE,2005,5676,TUBE & SEPALS DEEP REDDISH PURPLE; COROLLA REDDISH PURPLE,?ROESSE BLACKY X ? BEACON BABY ROSE?,MICHIELS
SULTAN,,,,,,,
SUMMER DAFFODIL,UPRT TRAILER,SGLE,2000,4449,SEPALS LIGHT PINK TIPPED GREEN; COROLLA LIGHT TO PALE PURPLE,PANACHE X PANACHE,DE GRAFF
SUMMER SNOW,LABU-TRAL,SIDL,1956,272,T.WHITE.S.RECURVED WHITE.TIPS GREEN.C.CREAMY WHITE.OPENS TOUCHED YELLOW.,PARENTAGE UNKNOWN. SIMILAR TO FLYING CLOUD BUT SMALLER.,WALTZ
SUMMER WINE,,,,,,,
SUN DIAL,UPRIGHT,SGLE,1987,2163,T.WHITE STREAKED ROSE.S.LIGHT REDDISH ORANGE.C.REDDISH ORANGE.,UNKNOWN SEEDLING X.,PASKESEN
SUNBURST,UPRT BUSH,SIDL,1946,,T&S.PALE CARMINE.C.CRIMSON. VERY SHORT COROLLA.,PARENTAGE UNKNOWN.,REITER
SUNDANCE,TRAILER,SGLE,1974,1194,T.LONG ROSE.S.LIGHT ROSE LONG.C.LIGHT BURGUNDY MATURING CERISE.BELL SHAPED.,PARENTAGE UNKNOWN.,HANDLEY
SUNKISSED,LABU-TRAL,DUBL,1957,293,T&S.AZALEA PINK.TIPS GREEN.C.JASPER RED SPREADING TO CRIMSON.,PARENTAGE UNKNOWN.,TIRET
SUNNY SKIES,SMALL LAX,DUBL,1991,2775,T.PALE PINK.S.PALE PINK TINGED ROSE.TIPS YELLOW GREEN.RECURVED.C.PALE PINK.,NIGHTINGALE X BABY LILAC. 1992 IMPORT.,McLAUGHLIN
SUNNY SMILES,LABU-TRAL,SGLE,1968,967,T.LONG PALE PINK.S.CARMINE ROSE.TIPS GREEN.C.CRIMSON FLUSHED CLARET ROSE.,PINK GALORE X ATHELA.,GADSBY
SUNRAY,UPRT BUSH,SGLE,1872,,T&S.CERISE.DARKER UNDER.C.ROSY PURPLE.SMALL.FOLIAGE CREAMY WHITE TO CERISE.,SEEDLING FROM CLOTH OF GOLD.,RUDD.G
SUNRISE,,SGLE,,,SIMILAR TO GENII; BUT LARGER LEAVES AND FLOWERS. YELLOWY LEAVES,FROM DUNEDIN BOTANICAL GARDENS 1950'S,
SUNSET,VIG UPRT,SGLE,1938,,T&S.PALE PINK.TIPS GREEN.C.GLOWING CORAL.OPEN BELL SHAPE.,PARENTAGE UNKNOWN.,NIEDERHOLZER
SUPER BRITISH,MED BUSH,SGLE,1899,,T&S.CREAMY WHITE.C.SALMON-ORANGE.,PARENTAGE UNKNOWN. SYN WHITE QUEEN & SIMILAR TO AMY LYE.,DOYLE
SUPERSPORT,TRAILER,DBLE,1990,2567,T&S.MAGENTA. C.OPENS WHITE.SOMETIMES VARIEGATED VIOLET.,MISS WASHINGTON X GAY PARASOL.,KLEIN
SURPRISE,LAX BUSH,SGLE,,,T&S.PINK.C.DEEPER PINK.BELL SHAPE.,PARENTAGE UNKNOWN.NOT AS IN BOUL.LISTED IN N.Z.CATALOGUE,UNKNOWN.N.Z
SUSAN TRAVIS,LAX BUSH,SGLE,1958,,T.DEEP PINK.S.RECURVED DEEP PINK.C.ROSE PINK.PALER AT BASE.,PARENTAGE UNKNOWN.,TRAVIS
SUSAN'S SUNSET,LABU-TRAL,DUBL,1990,2587,T.GREEN STRIPED RED PURPLE.S.WHITE.RECURVED TIPS LIGHT GRN.C.REDDISH PURPLE.,OVATION X HAPPY WEDDING DAY X WHITE KING.92 IMPORT.LOST.,RICHARDSON
SUSIE OLCESE. (NOT SUSAN),LABU-TRAL,DUBL,19 60,447,T.WHITE.S.WHITE.LARGE AND BROAD.C.PALE BLUE.LARGE FLOWERS.,PARENTAGE UNKNOWN. THIS IS REGISTERED AS SUSIE OLCESE.,MARTIN
SUZY,LABU-TRAL,DUBL,1977,1430,T.SHORT.PINK.S.LIGHTER PINK TINGED SALMON.FLARING.C.LILAC-PINK.HUGE FLOWERS.,SPORT FROM BONANZA.SOLD AS SPORT OF BONANZA.1992 IMPORT.,CARLSON
SWANLEY GEM,UPRT BUSH,SGLE,1901,,T&S.RICH SCARLET.C.VIOLET.VEINS SCARLET.OPENS FLAT.,PARENTAGE UNKNOWN.,CANNELL
SWANLEY YELLOW,UPRT BUSH,SGLE,1900,,T.LONG PINK.S.ORANGE PINK.C.ORANGE VERMILLION.BRONZE FOLIAGE.,PARENTAGE UNKNOWN. CAN BE CONFUSED WITH AURORA SUPERBA.,CANNELL
SWEET DREAMS,UPRIGHT,DUBL,1980,1561,T.SHORT THIN PHLOX PINK.S.PHLOX PINK.C.PHLOX PINK.SELF WITH SIX PETALOIDS.,PARENTAGE UNKNOWN. 1992 IMPORT. LOST.,SOO-YUN
SWEET LEILANI,LAX-UPRT,DUBL,1957,296,T.SHORT ROSE PINK.S.PALE ROSE PINK.RECURVED.C.SMOKY BLUE.FLOWERS.LARGE.,PARENTAGE UNKNOWN.,TIRET
SWEETHEART,UPRT BUSH,SGLE,1970,,T.WHITE.S.PALE PINK TIPED GREEN.C.CHERRY PINK.BASE WHITE.,TWO OF THIS NAME. ALSO KNOWN AS DUTCH SWEETHEART NO.28.,V.WIERINGEN
SWINGTIME,UPRT BUSH,DUBL,1950,66,T.SHORT RED.S.RICH RED.C.MILKY WHITE.LIGHTLY VEINED PINK.,TITANIC X YULTIDE. SISTER SEEDLING TO ENCHANTED.,TIRET
SWISS MISS,CASCADE,SIDL,1963,570,T&S.PINK TO RED.C.WHITE WITH PINK TO RED VEINS.WILL CLIMB.LARGE BLOOMS.,PARENTAGE UNKNOWN.,CASTRO
SYD'S LITTLE RED,UPRT BUSH,SGLE,,,T.S.& C.ALL RED SELF.SML.FLRS.LOW UPRIGHT BUSH.,PARENTAGE UNKNOWN.LISTED IN N.Z.SYN.WITH RUFUS THE RED.,UNKNOWN
SYLVIA,UPRT BUSH,DUBL,1892,,T&S.SCARLET CERISE.C.WHITE.VEINS CERISE.LARGE FLOWERS.,PARENTAGE UNKNOWN. TWO OF THIS NAME.ENTIRELY DIFFERENT.,VEITCH
SYLVIA BARKER,LAX BUSH,SGLE,1973,1077,T.LONG WHITE.S.WAXY WHITE TIPPED GREEN.C.SCARLET WITH A SMOKY CAST.,PARENTAGE NOT STATED. 1997 IMPORT BY HAYES.,BARKER
T.W.ASHBY,LOW UPRT,DUBL,,,T&S.RED.C.BLUE PURPLE.LRGE FLRS.FOLIAGE GREEN-YELLOW.,PARENTAGE UNKNOWN. RAISED BY L.SMITH.N.Z,SMITH.L
T.W.ASHBY VARIEGATED,LOW UPRT,DUBL,,,DESCRIPTION SAME AS T.A.ASHBY.FOLIAGE YELLOW-GOLD AND GREEN.,THOUGHT TO BE A SPORT FROM T.A.ASHBY. FINDER UNKNOWN.,UNKNOWN
TADDLE,UPRT BUSH,SGLE,1974,,T.SHORT ROSE PINK.S.FULLY REFLEXED.DEEP ROSE PINK.C.WHITE.VEINED PINK.,PARENTAGE UNKNOWN.,GUBLER
TAFFETA BOW,TRAILER,DUBL,1974,1196,T.SHORT CARMINE ROSE.SEPALS LONG CARMINE ROSE.C.PURPLE VIOLET.HUGE FLOWERS.,PINK MARSHMALLOW X JUBIE LYNN.,STUBBS
TAFFY,LABU-TRAL,SGLE,1961,467,T.PINK.S.LONG PINK WITH STRIPE ON SEPALS.C.SEVERAL SHADES OF PINK.,PARENTAGE UNKNOWN.,MARTIN
TAHITI,LAX BUSH,DUBL,1963,583,T&S.PALEST PINK.C.VIBRANT ROSE LIKE COLOURS.HUGE BLOOMS.,PARENTAGE UNKNOWN.,SCHNABEL
TAHOE,UPRIGHT,SIDL,1964,615,T&S.WHITE WITH TOUCHES OF PINK.C.VARIOUS SHADES OF BLUE AND ORCHID.,PARENTAGE UNKNOWN.,KENNETT
TAMERUS HOATZIN,UPRIGHT,SGLE,2003,5289,SEPALS LIGHT REDDISH PURPLE; COROLLA RED PURPLE,(BON ACCORDE? X BICENTENNIAL ? X (VOBEGLO X DANCING FLAME ETC,TAMERUS
TAMERUS HOP,UPRIGHT,SGLE,2003,5291,SEPALS LIGHT PINK; COROLLA REDDISH PURPLE,(bON ACCORDE? X BICENTENNIAL ? X (VOBEGLO X DANCING FLAME ETC,TAMERUS
TAMERUS KOEROL,UPRIGHT,SGLE,2003,5292,T & SEPALS MAGENTA; COROLLA REDDISH PURPLE,(BON ACCORDE? X BICENTENNIAL ? X (VOBEGLO X DANCING FLAME ETC,TAMERUS
TAMERUS MEREL,UPRT TRAL,DUBL,2002,4990,SEPALS DARK RED PURPLE; COROLLA DARK PURPLE,?ROHEES MINTAKA? X GILIAN ALTHEA,TAMERUS
TAMERUS NANDOE,UPRIGHT,SGLE,2005,5801,SEPALS WHITE; COROLLA REDDISH PURPLE;,?ROHEES KING? X ?NORTHWAY?,WILLES
TAMMY,LABU-TRAL,DUBL,1962,542,T.WHITE.S PINK.TWISTING LONG AND BROAD.C.MAUVE LAVENDER STREAKED ROSE PINK.,PARENTAGE UNKNOWN.,ERICKSON
TAMWORTH,UPRT BUSH,SGLE,1976,1372,T&S.PURE WHITE.TIPS GREEN.C.PURPLE AT OUTER EDGE THEN TO SALMON PINK/WHITE.,PARENTAGE UNKNOWN.,HANDLEY
TANGERINE,UPRT BUSH,SGLE,1949,,T.PINK.S.FLESH PINK.TIPS GREEN.DO NOT REFLEX.C.ORANGE MATURING ROSE.,F.CORDIFOLIA X.,TIRET
TANGO,UPRT BUSH,SGLE,1959,,T.WHITE.S.WHITE.LONG CURVING.C.ROSY PURPLE.LARGE FLOWERS.,PARENTAGE UNKNOWN.,KENNETT
TANGO QUEEN,LAX BUSH,SGLE,,,T.CREAM.S.PALE SALMON-PINK.TIPS GREEN.C.APRICOT.,PARENTAGE UNKNOWN. LISTED IN N.Z.CATALOGUES.,UNKNOWN.N.Z
TANIA LEANNE,UPRIGHT,SGLE,1987,297,SEPALS NEYRON ROSE; COROLLA SPECTRUM VIOLET,PINK MARSHMALLOW X MIDNIGHT SUN.,RICHARDSON
TANYA BRIDGER,UPRT BUSH,DUBL,1958,,T&S.WHITE.C.LAVENDER BLUE.,PARENTAGE UNKNOWN.,BRIDGER
TARDIF,UPRIGHT,SGLE,1856,,T&S.REDDISH PURPLE.C.ALL REDDISH PURPLE SELF. 1992 IMPORT.,PARENTAGE UNKNOWN.PARENT OF SEVERAL VARIEGATED FUCHSIAS.,LEMOINE
TARTAN,UPRT BUSH,DUBL,,,T&S.DEEP CRIMSON.C.DEEP PURPLE SPLASHED CRIMSON.LARGE BLOOMS.,PARENTAGE UNKNOWN. RAISED AND LISTED IN N.Z,UNKNOWN.N.Z
TASMAN SEA,UPRIGHT,DUBL,1987,2287,T.CREAM STREAKED GRN.S.CREAM.FLUSHED PINK.TIPS GREEN.C.VIOLET MOTTLED PINK.,(SALLY X ALASKA) X SO-BIG X PARTY FROCK. RAISED SHARPE.,SHARPE.N.Z
TAUPO,UP/TRAILER,DUBL,2009,,SEPALS LIGHT PINK AND WHITE; COROLLA PURPLE.,NO INFORMATION,MICHIELS 
TAUSANDSASSA,BUSH,SGLE,,,SEPALS ROSY RED; COROLLA WHITE. VERY FLORIFOROUS,NO RECORDS.,B.HAYES IMP
TE ANAU,UP/TRAILER,DUBL,2009,,SEPALS DARK PINK WITH LIGHT GREEN TIPS; COROLLA LIGHT PURPLE MATURING DARKER,NO INFORMATION,MICHIELS
TED HEATH,LOW UPRT,DUBL,1977,,T&S.CREAM.TIPS SUFFUSED PINK.C.SOFT CREAM SHADED PINK AT THE BASE.,PARENTAGE UNKNOWN.,CLARK
TED SWEETMAN,MED UPRT,DUBL,1987,2288,T.SHORT CREAM.S.CREAM FLUSHED GREEN.C.LIGHT VIOLET FLUSHED PINK.LARGE BLOOMS,ALASKA X (SO-BIG X PARTY FROCK). RAISED SHARPE.,SHARPE.N.Z
TELEGRAPH,UPRIGHT,SGLE,,1886,TUBE & SEPALS RED; COROLLA PURPLE; BLOOMS SMALL AND FREE.,RICCARTONII X LEMOINE,(FRANCE)
TELEVISION,LABU-TRAL,DUBL,1950,,T.WHITE.S.WHITE INNER.PINK OUTER.C.DEEP ORCHID SPLASHED FUCHSIA PINK.,PARENTAGE UNKNOWN.,WALKER
TEMPEST,TRAILER,DUBL,1968,793,T&S.ROSY PINK.C.JASPER RED.LARGE FLOWERS.,PARENTAGE UNKNOWN.,TIRET
TEMPTATION,UPRIGHT,SGLE,1959,376,T.WHITE.S.LONG.WHITE.C.WHITE WITH ORANGE ROSE THROAT.,PARENTAGE UNKNOWN. TWO OF THIS NAME.OTHER IS A DOUBLE.,PETERSON
TENNESSEE LADY,UPRT BUSH,SGLE,,,SH.TUBE;ROSE MADDER; SEPALS RECURVING ROSE MADDER; COROLLA MAUVISH PURPLE; PROLIFIC,TENNESSEE WALTZ X MR A HUGGETT,D.TAYLOR NZ
TENNESSEE WALTZ,UPRIGHT,DUBL,1951,,T.ROSE MADDER.S.UPCURVED ROSE MADDER.C.LILAC LAVENDER SPLASHED PINK ROSE.,PARENTAGE UNKNOWN. CAN BE SEMI-DOUBLE OR DOUBLE.,WALKER
TEXAS LONGHORN,CASCADE,SIDL,1960,,T&S BRIGHT RED.C.PURE WHITE.VEINED RED.VERY LARGE FLOWERS.,PARENTAGE UNKNOWN. CAN BE SEMI-DOUBLE OR DOUBLE.,FUCHSIA-LA
TEXAS STAR,TRAILER,DUBL,1990,2569,T.WHITE.TINGED PINK.S.DARK ROSE.RECURVED TIPS.C.RED-PURPLE.STREAKED PINK.,TEXAS LONGHORN X MALIBU MIST. 1992 IMPORT.,STUBBS
THALIA,UPRT BUSH,SGLE,1905,,T.S.& C.ALL ORANGE SCARLET.LONG TUBE SMALL SEPALS.,F.TRIPHYLLA X.SIMILAR COLOUR TO GARTENMEISTER BONSTEDT.,BONSTEDT
THAMES VALLEY,LAX UPRT,SIDL,1976,,T.PALE PINK.S.PALE PINK AND DEEPER PINK UNDERNEATH.C.MAUVE SHADED PINK.,PARENTAGE UNKNOWN.,CLYNE
THE ARISTOCRAT,VIG UPRT,DUBL,1953,165,T.LONG CREAMY WHITE.S.PALE ROSE UPTURNED.TIPS WHITE.C.CREAMY WHITE.LARGE FLR,PARENTAGE UNKNOWN.,WALTZ
THE BLUE BOY,UPRIGHT,SGLE,1889,,T & S.DEEP ROSE PINK; C.CLEAR BLUISH VIOLET. BLOOMS SMALL; VERY FREE. WRONGLY NAMED BLUE BOY,,FRY GB
THE DOCTOR,LABU-TRAL,SGLE,,,T.LONG FLESH PINK.S.FLESH PINK DEEPER UNDERNEATH.C.ROSY SALMON.,PARENTAGE UNKNOWN. SYN.WITH MRS.ROBERTS.,UNKNOWN
THE FRANCISCAN,TRAILER,DUBL,1960,460,T.PINK.S.BROAD.PINK.C.BRIGHT PINK.LIGHTLY VEINED ROSE.,PARENTAGE UNKNOWN.,SCHNABEL
THE INDIAN,LAX-TRAL,DUBL,1954,213,T.WHITE.S.DARK CRIMSON.RECURVED.C.CRIMSON.WHITE BUDS.LARGE FLOWERS & BUDS.,PARENTAGE UNKNOWN.THE INDIAN IN N.Z.HAS WHITE SEPALS.,REITER
THE MADAME,UPRIGHT,DUBL,1963,576,T&S.PALE RED.C.BURGUNDY RED.,PARENTAGE UNKNOWN,TIRET
THE PHOENIX,TRAILER,DUBL,1970,737,T & LONG SEPALS ROSY PINK.C.LILAC.LARGE FLOWERS.,PARENTAGE UNKNOWN.,TIRET
THE RIVAL,UPRIGHT,DUBL,1970,882,T.WHITE.S.WHITE-PINK.C.MULTI-COL0URED PINK-ROSE-RED.,PARENTAGE UNKNOWN.,WALKER
THE SPOILER,LABU-TRAL,DUBL,1968,806,T&S.WHITE TO PINK.C.BLUE TO PLUM-PURPLE.VERY LARGE FLOWERS.,PARENTAGE UNKNOWN. 1992 IMPORT.,FUCHSIA-LA
THE TARNS,UPRT BUSH,SGLE,1962,1148,T.SHORT PALE PINK.S.VERY LONG PALE PINK.ROSE UNDERNEATH.C.VIOLET BLUE.,VENUS VICTRIX X.,TRAVIS.J
THOMASINA,UPRT BUSH,SGLE,1950,,T&S.FLESH PINK.C.TERRA COTTA AND ORANGE.,PARENTAGE UNKNOWN.,UNKNOWN
THORLEY'S RED,TRAILER,DUBL,1991,2739,T.PINK STRIPED ROSE.S.DARK ROSE.TIPS REFLEXED.C.DARK RED-PURPLE.BASE WHITE.,OVATION X HAPPY WEDDING DAY X WHITE KING.92 IMPORT.LOST,RICHARDSON
THUMBELINA,MED UPRT,SGLE,1976,1348,T.SHORT CARMINE ROSE.S.CARMINE ROSE AND CRIMSON ROSE.C.BEETROOT-PURPLE.,PARENTAGE UNKNOWN. WRONGLY SPELT THUMBERLINA.,EAMER
THUNDERBIRD,TRAILER,DUBL,1957,292,T.& VERY LONG SEPALS NEYRON-ROSE.C.VERMILLION SPREADING TO CHINA ROSE.,PARENTAGE UNKNOWN.,TIRET
TIBURON,TRAILER,SIDL,1958,360,T&S.BRIGHT ORANGE.C.DEEP ORANGE.ALMOST A SELF.,PARENTAGE UNKNOWN.,REEDSTROM
TICKLED PINK,UPRT BUSH,SGLE,1957,308,TRIPHYLLA TYPE.T&S.DARK PINK.SEPALS WHITE UNDERNEATH.C BRIGHT PINK.,PARENTAGE UNKNOWN. 1992 IMPORT. LOST.,REEDSTROM
TICKY WOO,UPRT BUSH,DUBL,,,T&S.WHITE.C.WHITE FLUSHED PALE PINK.FLOWERS LARGE.,PARENTAGE UNKNOWN. RAISED BY BARKER.,BARKER.N.Z
TIFFANY,TRAILER,DUBL,,,THERE ARE TWO OF THIS NAME. UNSURE WHICH ONE. AWAITING DETAILS.,LISTED BY AMERELLE FUCHSIAS. SEE CATALOQUE.,UNKNOWN
TIKI,UPRIGHT,DUBL,1970,914,T& REFLEXED S.SCARLET.C.BRILLIANT WHITE.DESCRIPTION DIFFERENT TO BOULLEMIER.,PARENTAGE UNKNOWN. RAISED BY BARTON N.Z.NOT BARTON AMER.,BARTON.N.Z
TIMLIN BRENED,TALL UPRT,SGLE,1974,1200,TRIPHYLLA TYPE.T.LONG FLAMINGO.S.SHORT.SHELL-PINK.TIPS GREEN.C.CORAL PINK.,PARENTAGE UNKNOWN.,DUNNETT
TIMOTHY HAMMETT,TRAILER,SGLE,1966,1026,T.LONG.SCARLET.SEPALS REFLEXED LONG SCARLET.C.PURPLE.PAGODA TYPE FLOWERS.,TENNESSEE WALTZ X HERON.,HAMMETT.BRIT
TINA HEAD,UPRT BUSH,DUBL,1981,,T&S.ROSE PINK.C.WHITE.OVERLAYED WITH ROSE PINK.FOLIAGE GOLDEN GREEN.,PARENTAGE UNKNOWN.,HEAD
TINA MARIE,LABU-TRAL,DUBL,1980,,T&S.RICH WAXY RED.C.WHITE VEINED CERISE.,SEEDLING FROM DARK EYES.,HEAD
TING A LING,UPRT BUSH,SGLE,1959,381,T.S.&.C.ALL WHITE SELF.SEPALS REFLEXED. DESCRIBED AS A WHITE DISPLAY.,PARENTAGE UNKNOWN.,SCHNABEL
TINKER BELL,LABU-TRAL,SGLE,1955,244,T.LONG.WHITE PINK.S.WHITE PINK UPTURNED.CARMINE TIPS.C.WHITE VEINED PINK.,PARENTAGE UNKNOWN. TWO OF THIS NAME. BOTH SINGLE.,HODGES
TIPTOP,UPRIGHT,SGLE,1956,246,T.SHORT RED.S.LONG DARK BUT BRIGHT RED.C.DEEPEST ROYAL VIOLET-PURPLE.,PARENTAGE UNKNOWN.,HODGES
TITANIC,UPRIGHT,DUBL,1946,,T&S.CARMINE.C.PETUNIA-PURPLE MARBLED.VERY LARGE BLOOMS.,PARENTAGE UNKNOWN.,REITER
TOLLING BELL,UPRT BUSH,SGLE,1964,,T.SHORT THICK SCARLET.S.SCARLET.C.PURE WHITE VEINED CERISE.BELL SHAPED.,PARENTAGE UNKNOWN.,TURNER.BRIT.
TOM H.OLIVER,TRAILER,DUBL,1972,1046,T.SHORT THICK ROSE.SEPALS CLARET ROSE ON TOP LIGHTER UNDER.C.DARK RUBY RED.,PARENTAGE UNKNOWN.,PENNISI
TOM SILCOCK,UPRIGHT,SIDL,1989,2489,TUBE & SEPALS WHITE; COROLLA PURPLE,SARAH ANN X ANNABEL,MCDONALD
TOM THUMB,LOW BUSH,SGLE,1850,,T&S.CARMINE.C.MAUVE VEINED CARMINE.VERY SMALL FLOWERS. DWARF BUSH.,PARENTAGE UNKNOWN.,BAUDINAT
TOM WEST,LABU-TRAL,SGLE,1853,,T&S.REDISH CARMINE.C.PURPLE.VERY SIMILAR TO OLD SOMERSET & HERBE DE JACQUES.,THOUGHT TO BE A SPORT OF CORALLINA OR RICCARTONII.,MIELLEZ
TOM WOOLEY,TRAILER,DUBL,1991,2740,T.WHITE STRIPES APPLE GRN.S.WHITE.TIP RECURVE APPLE GRN.C.WHITE.BASE PURPLE.,WHITE KING X HAPPY WEDDING DAY. 1992 IMPORT. LOST.,RICHARDSON
TOOS,LAX BUSH,SGLE,1980,,T.SHORT CREAM.S.NARROW HORIZONTAL CREAMY ROSE.TIPS REFLEXED.C.ROSE PINK.,BON ACCORDE X. 1997 IMPORT BY HAYES.,VAN SUCHTELE
TOPPER,UPRT BUSH,SIDL,1952,,T & S REDM C; DARK BLUE WITH WHITE CLOUD OVER TH4E CENTRE OF EACH PETAL.,,BROWN&SOULES
TOP SCORE,UPRT BUSH,SIDL,1980,1542,T.SHORT CERISE.S.BRILLIANT CERISE REFLEXED TO TUBE.C.RICH VIOLET.FLRS LARGE.,PARENTAGE UNKNOWN.,HANDLEY
TORCH,TALL UPRT,DUBL,1963,566,T.PINK.S.VERY BROAD PINK OUTER.SALMON INNER.C.PURPLE RED AND SALMON ORANGE.,PARENTAGE UNKNOWN.,MUNKNER
TOSCA,TRAILER,DUBL,1965,,T&S.ROSE PINK.C.BLUSH PINK.DEEPER AT THE BASE OF THE PETALOIDS.,PARENTAGE UNKNOWN.,BLACKWELL
TOUCH OF MAGIC,MED UPRT,DUBL,1990,2538,T.CREAM.S.PALE PINK.RECURVED TIPS GREEN.C.REDDISH PURPLE WITH DARKER EDGES.,BORDER QUEEN X MISTY LADY. RAISED BY SHARPE.,SHARPE.N.Z
TOWER OF LONDON,UPRT BUSH,DUBL,1870,,T&S.CERISE.C.PURPLE-VIOLET.LARGE FLOWERS.,PARENTAGE UNKNOWN.,BUNDY
TRACY CARTER,UPRT BUSH,DUBL,,,T&S.RED.C.VERY DEEP PURPLE. FOUR DISTINCT QUARTERS LIKE PINK QUARTET.,UNKNOWN SEEDLING. RAISED BY MRS.DAUE.,DAUE.MRS.N.Z
TRADE WINDS,LABU-TRAL,DUBL,1968,808,T.WHITE.S.WHITE AND PINK.C.WHITE WITH PINK AT BASE.,PARENTAGE UNKNOWN.,FUCHSIA-LA
TRAIL BLAZER,CASCADE,DUBL,1951,83,T&S.PALE MAGENTA.C.DARK MAGENTA.ALMOST A SELF.,PARENTAGE UNKNOWN.,REITER
TRAILING QUEEN,CASCADE,SGLE,1896,,T&S.RED.C.DULL RED ALMOST A SELF.FOLIAGE BRONZY-RED.,PARENTAGE UNKNOWN.,KOHENE
TRASE,BUSH,SIDL,1959,,T&S.CARMINE ERISE.C.WHITE VEINED AND FLUSHED CARMINE CERISE.,PARENTAGE UNKNOWN. CAN BE SEMI-DOUBLE OR DOUBLE.,DAWSON
TRAUDCHEN BRONSTEDT,VIG UPRT,SGLE,1905,,TRIPHYLLA.T.LONG TAPERING.T&S.SALMON PINK.C DARKER SALMON PINK.CLIMBER.,F.TRIPHYLLA X F.FULGENS.,BONSTEDT
TREASURE,UPRT BUSH,DUBL,1946,,T.PALE ROSE.S.NEYRON ROSE.C.PALE SILVERY VIOLET PINK.LARGE BLOOMS.,PARENTAGE UNKNOWN.,NIEDERHOLZER
TRESCO,VIG BUSH,SGLE,,,T&S.PALE RED.C.PURPLE.PINK AT BASE.SMALL FLOWERS.VERY HARDY.,PARENTAGE UNKNOWN.,UNKNOWN
